country_code,tech_id,year,generation_twh,capacity_gw,emissions_mtco2,lcoe_usd_per_mwh,name,region,income,net_zero_target,name_y,category,emission_factor_gco2_kwh,decade
FRA,6,2008,32.62,7.16,15.984,69.32,France,Europe,High,2050,Natural Gas,Fossil,490,2000s
FRA,7,2008,22.668,4.46,18.588,74.32,France,Europe,High,2050,Coal,Fossil,820,2000s
FRA,1,2009,1.542,0.84,0.069,209.89,France,Europe,High,2050,Solar PV,Renewable,45,2000s
FRA,2,2009,11.468,4.09,0.126,93.69,France,Europe,High,2050,Onshore Wind,Renewable,11,2000s
FRA,3,2009,0.0,0.0,0.0,134.65,France,Europe,High,2050,Offshore Wind,Renewable,12,2000s
FRA,4,2009,67.598,16.08,1.622,56.67,France,Europe,High,2050,Hydropower,Renewable,24,2000s
FRA,5,2009,425.869,54.62,5.11,97.2,France,Europe,High,2050,Nuclear,Low-Carbon,12,2000s
FRA,6,2009,35.242,7.74,17.269,66.67,France,Europe,High,2050,Natural Gas,Fossil,490,2000s
FRA,7,2009,21.6,4.25,17.712,71.67,France,Europe,High,2050,Coal,Fossil,820,2000s
FRA,1,2010,2.109,1.15,0.095,184.71,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2010,13.613,4.86,0.15,88.07,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2010,0.0,0.0,0.0,125.22,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2010,68.004,16.17,1.632,53.25,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2010,425.024,54.52,5.1,99.0,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2010,37.667,8.27,18.457,63.25,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2010,20.282,3.99,16.631,68.25,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2011,2.886,1.57,0.13,162.54,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2011,16.16,5.76,0.178,82.78,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2011,0.0,0.0,0.0,116.46,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2011,68.412,16.27,1.642,50.64,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2011,424.154,54.4,5.09,100.8,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2011,39.772,8.73,19.488,60.64,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2011,18.716,3.68,15.347,65.64,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2012,3.948,2.15,0.178,143.04,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2012,19.183,6.84,0.211,77.82,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2012,0.0,0.0,0.0,108.31,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2012,68.822,16.37,1.652,50.09,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2012,423.258,54.29,5.079,102.6,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2012,41.399,9.09,20.286,60.09,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2012,16.91,3.33,13.866,65.09,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2013,5.402,2.94,0.243,125.87,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2013,22.772,8.12,0.25,73.15,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2013,0.0,0.0,0.0,100.72,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2013,69.235,16.47,1.662,51.84,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2013,422.336,54.17,5.068,104.4,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2013,42.34,9.29,20.747,61.84,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2013,14.876,2.93,12.198,66.84,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2014,7.391,4.02,0.333,110.77,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2014,27.032,9.64,0.297,68.76,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2014,0.0,0.0,0.0,93.67,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2014,69.651,16.56,1.672,55.08,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2014,421.387,54.05,5.057,106.2,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2014,42.321,9.29,20.737,65.08,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2014,12.641,2.49,10.366,70.08,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2015,10.112,5.5,0.455,97.48,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2015,32.089,11.45,0.353,64.63,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2015,0.0,0.0,0.0,87.12,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2015,70.069,16.66,1.682,58.28,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2015,420.412,53.92,5.045,108.0,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2015,40.98,9.0,20.08,68.28,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2015,10.245,2.02,8.401,73.28,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2016,13.834,7.52,0.623,85.78,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2016,38.092,13.59,0.419,60.76,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2016,0.0,0.0,0.0,81.02,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2016,70.489,16.76,1.692,59.94,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2016,419.41,53.8,5.033,109.8,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2016,37.834,8.31,18.539,69.94,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2016,7.749,1.53,6.354,74.94,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2017,18.928,10.29,0.852,75.48,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2017,45.218,16.13,0.497,57.11,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2017,0.0,0.0,0.0,75.35,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2017,70.912,16.86,1.702,59.27,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2017,418.381,53.66,5.021,111.6,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2017,32.246,7.08,15.801,69.27,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2017,5.249,1.03,4.304,74.27,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2018,25.745,13.99,1.159,66.43,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2018,53.365,19.04,0.587,53.68,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2018,0.0,0.0,0.0,74.0,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2018,70.922,16.87,1.702,56.6,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2018,414.895,53.22,4.979,113.4,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2018,26.3,5.77,12.887,66.6,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2018,3.251,0.64,2.666,71.6,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2019,34.338,18.67,1.545,58.46,France,Europe,High,2050,Solar PV,Renewable,45,2010s
FRA,2,2019,61.756,22.03,0.679,50.46,France,Europe,High,2050,Onshore Wind,Renewable,11,2010s
FRA,3,2019,0.0,0.0,0.0,74.0,France,Europe,High,2050,Offshore Wind,Renewable,12,2010s
FRA,4,2019,69.554,16.54,1.669,53.17,France,Europe,High,2050,Hydropower,Renewable,24,2010s
FRA,5,2019,403.416,51.74,4.841,115.2,France,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
FRA,6,2019,26.663,5.85,13.065,63.17,France,Europe,High,2050,Natural Gas,Fossil,490,2010s
FRA,7,2019,2.318,0.46,1.901,68.17,France,Europe,High,2050,Coal,Fossil,820,2010s
FRA,1,2020,45.46,24.71,2.046,51.44,France,Europe,High,2050,Solar PV,Renewable,45,2020s
FRA,2,2020,70.937,25.31,0.78,47.44,France,Europe,High,2050,Onshore Wind,Renewable,11,2020s
FRA,3,2020,0.0,0.0,0.0,74.0,France,Europe,High,2050,Offshore Wind,Renewable,12,2020s
FRA,4,2020,67.707,16.1,1.625,50.6,France,Europe,High,2050,Hydropower,Renewable,24,2020s
FRA,5,2020,389.318,49.94,4.672,117.0,France,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
FRA,6,2020,26.801,5.88,13.132,60.6,France,Europe,High,2050,Natural Gas,Fossil,490,2020s
FRA,7,2020,1.411,0.28,1.157,65.6,France,Europe,High,2050,Coal,Fossil,820,2020s
FRA,1,2021,59.644,32.42,2.684,45.27,France,Europe,High,2050,Solar PV,Renewable,45,2020s
FRA,2,2021,80.752,28.81,0.888,44.59,France,Europe,High,2050,Onshore Wind,Renewable,11,2020s
FRA,3,2021,0.0,0.0,0.0,74.0,France,Europe,High,2050,Offshore Wind,Renewable,12,2020s
FRA,4,2021,65.318,15.53,1.568,50.1,France,Europe,High,2050,Hydropower,Renewable,24,2020s
FRA,5,2021,372.314,47.75,4.468,118.8,France,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
FRA,6,2021,25.855,5.68,12.669,60.1,France,Europe,High,2050,Natural Gas,Fossil,490,2020s
FRA,7,2021,1.361,0.27,1.116,65.1,France,Europe,High,2050,Coal,Fossil,820,2020s
FRA,1,2022,77.414,42.08,3.484,39.84,France,Europe,High,2050,Solar PV,Renewable,45,2020s
FRA,2,2022,90.94,32.44,1.0,41.91,France,Europe,High,2050,Onshore Wind,Renewable,11,2020s
FRA,3,2022,0.0,0.0,0.0,74.0,France,Europe,High,2050,Offshore Wind,Renewable,12,2020s
FRA,4,2022,62.338,14.83,1.496,51.91,France,Europe,High,2050,Hydropower,Renewable,24,2020s
FRA,5,2022,352.209,45.18,4.227,120.6,France,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
FRA,6,2022,24.675,5.42,12.091,61.91,France,Europe,High,2050,Natural Gas,Fossil,490,2020s
FRA,7,2022,1.299,0.26,1.065,66.91,France,Europe,High,2050,Coal,Fossil,820,2020s
FRA,1,2023,99.215,53.93,4.465,36.0,France,Europe,High,2050,Solar PV,Renewable,45,2020s
FRA,2,2023,101.123,36.07,1.112,39.4,France,Europe,High,2050,Onshore Wind,Renewable,11,2020s
FRA,3,2023,0.0,0.0,0.0,74.0,France,Europe,High,2050,Offshore Wind,Renewable,12,2020s
FRA,4,2023,58.744,13.97,1.41,55.17,France,Europe,High,2050,Hydropower,Renewable,24,2020s
FRA,5,2023,328.969,42.19,3.948,122.4,France,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
FRA,6,2023,23.253,5.1,11.394,65.17,France,Europe,High,2050,Natural Gas,Fossil,490,2020s
FRA,7,2023,1.224,0.24,1.004,70.17,France,Europe,High,2050,Coal,Fossil,820,2020s
FRA,1,2024,115.849,62.98,5.213,36.0,France,Europe,High,2050,Solar PV,Renewable,45,2020s
FRA,2,2024,112.954,40.29,1.242,37.03,France,Europe,High,2050,Onshore Wind,Renewable,11,2020s
FRA,3,2024,0.0,0.0,0.0,74.0,France,Europe,High,2050,Offshore Wind,Renewable,12,2020s
FRA,4,2024,55.608,13.22,1.335,58.35,France,Europe,High,2050,Hydropower,Renewable,24,2020s
FRA,5,2024,308.623,39.59,3.703,124.2,France,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
FRA,6,2024,22.011,4.83,10.785,68.35,France,Europe,High,2050,Natural Gas,Fossil,490,2020s
FRA,7,2024,1.158,0.23,0.95,73.35,France,Europe,High,2050,Coal,Fossil,820,2020s
JPN,1,2005,0.84,0.46,0.038,350.0,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
JPN,2,2005,11.025,3.93,0.121,120.0,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
JPN,3,2005,0.0,0.0,0.0,180.0,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
JPN,4,2005,126.0,29.97,3.024,55.0,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
JPN,5,2005,210.0,26.94,2.52,90.0,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
JPN,6,2005,351.067,77.07,172.023,65.0,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
JPN,7,2005,351.067,69.1,287.875,70.0,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
JPN,1,2006,1.149,0.62,0.052,308.0,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
JPN,2,2006,13.088,4.67,0.144,112.8,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
JPN,3,2006,0.0,0.0,0.0,167.4,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
JPN,4,2006,126.756,30.15,3.042,58.22,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
JPN,5,2006,208.091,26.69,2.497,91.8,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
JPN,6,2006,374.825,82.29,183.664,68.22,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
JPN,7,2006,332.392,65.42,272.561,73.22,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
JPN,1,2007,1.572,0.85,0.071,271.04,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
JPN,2,2007,15.536,5.54,0.171,106.03,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
JPN,3,2007,0.0,0.0,0.0,155.68,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
JPN,4,2007,127.517,30.33,3.06,59.93,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
JPN,5,2007,206.152,26.44,2.474,93.6,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
JPN,6,2007,398.642,87.51,195.335,69.93,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
JPN,7,2007,313.219,61.65,256.84,74.93,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
JPN,1,2008,2.151,1.17,0.097,238.52,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
JPN,2,2008,18.442,6.58,0.203,99.67,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
JPN,3,2008,0.0,0.0,0.0,144.78,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
JPN,4,2008,128.282,30.51,3.079,59.32,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
JPN,5,2008,204.182,26.19,2.45,95.4,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
JPN,6,2008,422.414,92.73,206.983,69.32,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
JPN,7,2008,293.542,57.77,240.704,74.32,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
JPN,1,2009,2.943,1.6,0.132,209.89,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
JPN,2,2009,21.893,7.81,0.241,93.69,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
JPN,3,2009,0.0,0.0,0.0,134.65,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
JPN,4,2009,129.051,30.69,3.097,56.67,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
JPN,5,2009,202.18,25.93,2.426,97.2,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
JPN,6,2009,446.003,97.91,218.541,66.67,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
JPN,7,2009,273.357,53.8,224.153,71.67,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
JPN,1,2010,4.027,2.19,0.181,184.71,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2010,25.988,9.27,0.286,88.07,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2010,0.0,0.0,0.0,125.22,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2010,129.826,30.88,3.116,53.25,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2010,200.148,25.67,2.402,99.0,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2010,469.23,103.01,229.923,63.25,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2010,252.662,49.73,207.183,68.25,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2011,5.509,2.99,0.248,162.54,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2011,30.85,11.01,0.339,82.78,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2011,0.0,0.0,0.0,116.46,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2011,130.605,31.06,3.135,50.64,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2011,198.084,25.41,2.377,100.8,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2011,491.86,107.98,241.011,60.64,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2011,231.464,45.56,189.8,65.64,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2012,7.538,4.1,0.339,143.04,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2012,36.622,13.06,0.403,77.82,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2012,0.0,0.0,0.0,108.31,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2012,131.388,31.25,3.153,50.09,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2012,195.987,25.14,2.352,102.6,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2012,513.59,112.75,251.659,60.09,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2012,209.776,41.29,172.016,65.09,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2013,10.313,5.61,0.464,125.87,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2013,43.473,15.51,0.478,73.15,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2013,0.0,0.0,0.0,100.72,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2013,132.177,31.43,3.172,51.84,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2013,193.859,24.87,2.326,104.4,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2013,534.021,117.23,261.67,61.84,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2013,187.629,36.93,153.856,66.84,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2014,14.109,7.67,0.635,110.77,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2014,51.606,18.41,0.568,68.76,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2014,0.0,0.0,0.0,93.67,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2014,132.97,31.62,3.191,55.08,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2014,191.698,24.59,2.3,106.2,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2014,552.627,121.32,270.787,65.08,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2014,165.07,32.49,135.357,70.08,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2015,19.304,10.49,0.869,97.48,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2015,61.26,21.85,0.674,64.63,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2015,0.0,0.0,0.0,87.12,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2015,133.767,31.81,3.21,58.28,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2015,189.504,24.31,2.274,108.0,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2015,568.714,124.85,278.67,68.28,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2015,142.179,27.98,116.587,73.28,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2016,26.411,14.36,1.188,85.78,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2016,72.721,25.94,0.8,60.76,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2016,0.0,0.0,0.0,81.02,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2016,134.57,32.0,3.23,59.94,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2016,187.277,24.02,2.247,109.8,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2016,581.364,127.63,284.868,69.94,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2016,119.075,23.44,97.641,74.94,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2017,36.134,19.64,1.626,75.48,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2017,86.325,30.8,0.95,57.11,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2017,0.0,0.0,0.0,75.35,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2017,135.377,32.2,3.249,59.27,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2017,185.016,23.73,2.22,111.6,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2017,589.351,129.38,288.782,69.27,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2017,95.941,18.88,78.672,74.27,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2018,49.438,26.87,2.225,66.43,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2018,102.475,36.56,1.127,53.68,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2018,0.0,0.0,0.0,74.0,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2018,136.19,32.39,3.269,56.6,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2018,182.721,23.44,2.193,113.4,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2018,591.041,129.75,289.61,66.6,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2018,73.05,14.38,59.901,71.6,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2019,67.639,36.77,3.044,58.46,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
JPN,2,2019,121.646,43.4,1.338,50.46,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
JPN,3,2019,0.0,0.0,0.0,74.0,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
JPN,4,2019,137.007,32.58,3.288,53.17,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
JPN,5,2019,180.392,23.14,2.165,115.2,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
JPN,6,2019,584.236,128.26,286.276,63.17,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
JPN,7,2019,50.803,10.0,41.658,68.17,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
JPN,1,2020,92.541,50.3,4.164,51.44,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2020s
JPN,2,2020,144.404,51.51,1.588,47.44,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2020s
JPN,3,2020,0.0,0.0,0.0,74.0,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2020s
JPN,4,2020,137.829,32.78,3.308,50.6,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2020s
JPN,5,2020,178.029,22.83,2.136,117.0,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2020s
JPN,6,2020,565.983,124.25,277.332,60.6,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2020s
JPN,7,2020,29.789,5.86,24.427,65.6,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2020s
JPN,1,2021,126.61,68.82,5.697,45.27,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2020s
JPN,2,2021,171.419,61.15,1.886,44.59,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2020s
JPN,3,2021,0.0,0.0,0.0,74.0,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2020s
JPN,4,2021,138.656,32.98,3.328,50.1,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2020s
JPN,5,2021,175.631,22.53,2.108,118.8,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2020s
JPN,6,2021,515.992,113.28,252.836,60.1,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2020s
JPN,7,2021,27.157,5.35,22.269,65.1,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2020s
JPN,1,2022,173.223,94.16,7.795,39.84,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2020s
JPN,2,2022,203.488,72.59,2.238,41.91,Japan,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2020s
JPN,3,2022,0.0,0.0,0.0,74.0,Japan,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2020s
JPN,4,2022,139.488,33.17,3.348,51.91,Japan,Asia-Pacific,High,2050,Hydropower,Renewable,24,2020s
JPN,5,2022,173.197,22.21,2.078,120.6,Japan,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2020s
JPN,6,2022,449.352,98.65,220.182,61.91,Japan,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2020s
JPN,7,2022,23.65,4.65,19.393,66.91,Japan,Asia-Pacific,High,2050,Coal,Fossil,820,2020s
JPN,1,2023,236.997,128.83,10.665,36.0,Japan,Asia-Pacific,High,2050,Solar PV,Renewable,45,2020s
